,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type
3501,Low Fat,0.032245757,Meat,60.5194,OUT045,2002,Tier 2,Supermarket Type1
3502,Regular,0.267339659,Fruits and Vegetables,144.2102,OUT010,1998,Tier 3,Grocery Store
3503,Regular,0.007073035,Soft Drinks,189.753,OUT018,2009,Tier 3,Supermarket Type2
3504,Regular,0.020872204,Snack Foods,62.4194,OUT035,2004,Tier 2,Supermarket Type1
3505,Regular,0.036100589,Frozen Foods,176.0712,OUT045,2002,Tier 2,Supermarket Type1
3506,Low Fat,0.129820371,Household,176.137,OUT013,1987,Tier 3,Supermarket Type1
3507,Low Fat,0.08486204,Fruits and Vegetables,165.25,OUT027,1985,Tier 3,Supermarket Type3
3508,Low Fat,0.174389257,Baking Goods,125.7362,OUT049,1999,Tier 1,Supermarket Type1
3509,Low Fat,0.0607686,Soft Drinks,94.6436,OUT027,1985,Tier 3,Supermarket Type3
3510,Regular,0.061521569,Breakfast,55.3588,OUT017,2007,Tier 2,Supermarket Type1
3511,Low Fat,0.028522089,Baking Goods,195.0136,OUT046,1997,Tier 1,Supermarket Type1
3512,Low Fat,0.010701801,Canned,83.5908,OUT017,2007,Tier 2,Supermarket Type1
3513,Low Fat,0.115401142,Soft Drinks,196.8084,OUT045,2002,Tier 2,Supermarket Type1
3514,Low Fat,0.039083816,Soft Drinks,35.419,OUT018,2009,Tier 3,Supermarket Type2
3515,Low Fat,0.022127237,Health and Hygiene,39.2506,OUT019,1985,Tier 1,Grocery Store
3516,Low Fat,0.037474799,Canned,84.7224,OUT045,2002,Tier 2,Supermarket Type1
3517,Low Fat,0.02273288,Health and Hygiene,179.4686,OUT027,1985,Tier 3,Supermarket Type3
3518,Low Fat,0.013117547,Household,214.3192,OUT035,2004,Tier 2,Supermarket Type1
3519,Low Fat,0.062585755,Soft Drinks,158.4578,OUT027,1985,Tier 3,Supermarket Type3
3520,Low Fat,0.057117184,Dairy,232.4642,OUT017,2007,Tier 2,Supermarket Type1
3521,Regular,0.158790733,Meat,156.3946,OUT045,2002,Tier 2,Supermarket Type1
3522,Regular,0.079398454,Dairy,184.5608,OUT018,2009,Tier 3,Supermarket Type2
3523,Low Fat,0.044985646,Dairy,242.4854,OUT046,1997,Tier 1,Supermarket Type1
3524,Low Fat,0.0,Canned,195.9768,OUT049,1999,Tier 1,Supermarket Type1
3525,Low Fat,0.084112804,Meat,257.733,OUT045,2002,Tier 2,Supermarket Type1
3526,Low Fat,0.051457663,Snack Foods,258.962,OUT035,2004,Tier 2,Supermarket Type1
3527,Low Fat,0.025841822,Fruits and Vegetables,168.9474,OUT018,2009,Tier 3,Supermarket Type2
3528,Regular,0.0,Baking Goods,143.5128,OUT049,1999,Tier 1,Supermarket Type1
3529,Low Fat,0.067195414,Snack Foods,236.859,OUT035,2004,Tier 2,Supermarket Type1
3530,Regular,0.023544619,Snack Foods,155.5288,OUT045,2002,Tier 2,Supermarket Type1
3531,Regular,0.029056831,Snack Foods,186.9898,OUT049,1999,Tier 1,Supermarket Type1
3532,Regular,0.020781144,Canned,88.7488,OUT046,1997,Tier 1,Supermarket Type1
3533,Regular,0.043986578,Baking Goods,182.295,OUT013,1987,Tier 3,Supermarket Type1
3534,Low Fat,0.07433121,Snack Foods,251.9724,OUT035,2004,Tier 2,Supermarket Type1
3535,Low Fat,0.070841281,Fruits and Vegetables,193.1162,OUT013,1987,Tier 3,Supermarket Type1
3536,Low Fat,0.0,Others,111.8202,OUT010,1998,Tier 3,Grocery Store
3537,Low Fat,0.055164938,Dairy,221.2114,OUT027,1985,Tier 3,Supermarket Type3
3538,Low Fat,0.10121065,Baking Goods,44.4744,OUT013,1987,Tier 3,Supermarket Type1
3539,Low Fat,0.078354554,Baking Goods,180.566,OUT017,2007,Tier 2,Supermarket Type1
3540,Low Fat,0.033694227,Seafood,114.786,OUT027,1985,Tier 3,Supermarket Type3
3541,Low Fat,0.0,Health and Hygiene,44.377,OUT045,2002,Tier 2,Supermarket Type1
3542,Regular,0.122965811,Fruits and Vegetables,113.2544,OUT018,2009,Tier 3,Supermarket Type2
3543,Regular,0.047876203,Frozen Foods,126.0362,OUT049,1999,Tier 1,Supermarket Type1
3544,Low Fat,0.009448862,Baking Goods,74.538,OUT018,2009,Tier 3,Supermarket Type2
3545,Low Fat,0.088026614,Fruits and Vegetables,127.2678,OUT018,2009,Tier 3,Supermarket Type2
3546,Regular,0.042313078,Canned,123.2046,OUT046,1997,Tier 1,Supermarket Type1
3547,Low Fat,0.024859869,Soft Drinks,151.7998,OUT049,1999,Tier 1,Supermarket Type1
3548,Low Fat,0.042449883,Household,107.3938,OUT017,2007,Tier 2,Supermarket Type1
3549,Low Fat,0.036558726,Frozen Foods,75.3696,OUT017,2007,Tier 2,Supermarket Type1
3550,Low Fat,0.105158282,Household,84.925,OUT013,1987,Tier 3,Supermarket Type1
3551,Regular,0.022918812,Fruits and Vegetables,183.995,OUT046,1997,Tier 1,Supermarket Type1
3552,Low Fat,0.057850699,Health and Hygiene,104.299,OUT027,1985,Tier 3,Supermarket Type3
3553,Low Fat,0.08125948,Others,36.819,OUT013,1987,Tier 3,Supermarket Type1
3554,Low Fat,0.041169697,Canned,83.2934,OUT049,1999,Tier 1,Supermarket Type1
3555,Low Fat,0.006778869,Household,42.9112,OUT045,2002,Tier 2,Supermarket Type1
3556,Low Fat,0.047450712,Household,173.2422,OUT049,1999,Tier 1,Supermarket Type1
3557,Low Fat,0.145253944,Hard Drinks,150.6682,OUT010,1998,Tier 3,Grocery Store
3558,Low Fat,0.044222497,Frozen Foods,43.5454,OUT046,1997,Tier 1,Supermarket Type1
3559,Low Fat,0.080803421,Others,140.1154,OUT027,1985,Tier 3,Supermarket Type3
3560,Regular,0.048937612,Frozen Foods,261.6278,OUT017,2007,Tier 2,Supermarket Type1
3561,Regular,0.008032868,Frozen Foods,79.1618,OUT035,2004,Tier 2,Supermarket Type1
3562,Low Fat,0.019157444,Soft Drinks,184.524,OUT017,2007,Tier 2,Supermarket Type1
3563,Regular,0.062032774,Snack Foods,60.6562,OUT035,2004,Tier 2,Supermarket Type1
3564,Low Fat,0.129133491,Fruits and Vegetables,163.721,OUT013,1987,Tier 3,Supermarket Type1
3565,Regular,0.026514812,Canned,93.312,OUT035,2004,Tier 2,Supermarket Type1
3566,Regular,0.039006737,Breads,104.599,OUT019,1985,Tier 1,Grocery Store
3567,Low Fat,0.035220955,Household,121.973,OUT045,2002,Tier 2,Supermarket Type1
3568,Low Fat,0.055418261,Household,112.0518,OUT035,2004,Tier 2,Supermarket Type1
3569,Regular,0.0,Dairy,196.7794,OUT018,2009,Tier 3,Supermarket Type2
3570,Low Fat,0.064402907,Hard Drinks,48.306,OUT018,2009,Tier 3,Supermarket Type2
3571,Low Fat,0.020560102,Soft Drinks,155.5656,OUT013,1987,Tier 3,Supermarket Type1
3572,Low Fat,0.142412955,Breakfast,126.4994,OUT027,1985,Tier 3,Supermarket Type3
3573,Low Fat,0.082574393,Soft Drinks,190.253,OUT018,2009,Tier 3,Supermarket Type2
3574,Low Fat,0.087468656,Breads,195.7794,OUT046,1997,Tier 1,Supermarket Type1
3575,Low Fat,0.135906494,Others,141.9154,OUT010,1998,Tier 3,Grocery Store
3576,Low Fat,0.020100543,Household,258.8962,OUT027,1985,Tier 3,Supermarket Type3
3577,Low Fat,0.016029548,Health and Hygiene,129.9626,OUT027,1985,Tier 3,Supermarket Type3
3578,Low Fat,0.035240292,Snack Foods,178.7318,OUT049,1999,Tier 1,Supermarket Type1
3579,Regular,0.131545005,Frozen Foods,87.3198,OUT035,2004,Tier 2,Supermarket Type1
3580,Low Fat,0.075896411,Baking Goods,113.3544,OUT013,1987,Tier 3,Supermarket Type1
3581,Low Fat,0.056522558,Baking Goods,248.6118,OUT049,1999,Tier 1,Supermarket Type1
3582,Regular,0.0,Soft Drinks,190.253,OUT027,1985,Tier 3,Supermarket Type3
3583,Low Fat,0.048298704,Breads,216.9166,OUT017,2007,Tier 2,Supermarket Type1
3584,Regular,0.122443776,Fruits and Vegetables,111.3544,OUT035,2004,Tier 2,Supermarket Type1
3585,Low Fat,0.102959345,Baking Goods,142.147,OUT035,2004,Tier 2,Supermarket Type1
3586,Low Fat,0.006732389,Household,41.4112,OUT027,1985,Tier 3,Supermarket Type3
3587,Regular,0.085757338,Meat,119.6124,OUT017,2007,Tier 2,Supermarket Type1
3588,Regular,0.159587755,Snack Foods,142.6128,OUT013,1987,Tier 3,Supermarket Type1
3589,Low Fat,0.008013458,Dairy,170.7422,OUT049,1999,Tier 1,Supermarket Type1
3590,Low Fat,0.014271592,Household,54.6614,OUT035,2004,Tier 2,Supermarket Type1
3591,Low Fat,0.081772054,Breads,175.137,OUT035,2004,Tier 2,Supermarket Type1
3592,Regular,0.092915543,Canned,54.5982,OUT049,1999,Tier 1,Supermarket Type1
3593,Regular,0.139892043,Canned,112.4228,OUT013,1987,Tier 3,Supermarket Type1
3594,Low Fat,0.045232223,Snack Foods,83.825,OUT013,1987,Tier 3,Supermarket Type1
3595,Low Fat,0.060067062,Fruits and Vegetables,254.8356,OUT019,1985,Tier 1,Grocery Store
3596,Low Fat,0.194576935,Fruits and Vegetables,95.4436,OUT010,1998,Tier 3,Grocery Store
3597,Regular,0.015113426,Meat,248.7408,OUT049,1999,Tier 1,Supermarket Type1
3598,Low Fat,0.011009897,Household,258.4962,OUT046,1997,Tier 1,Supermarket Type1
3599,Regular,0.132846758,Baking Goods,55.8298,OUT027,1985,Tier 3,Supermarket Type3
3600,Regular,0.148412909,Canned,212.1218,OUT019,1985,Tier 1,Grocery Store
3601,Regular,0.0,Meat,152.2366,OUT049,1999,Tier 1,Supermarket Type1
3602,Low Fat,0.095946376,Household,57.8588,OUT027,1985,Tier 3,Supermarket Type3
3603,Low Fat,0.047282735,Baking Goods,100.5016,OUT045,2002,Tier 2,Supermarket Type1
3604,Low Fat,0.0,Meat,39.5822,OUT019,1985,Tier 1,Grocery Store
3605,Low Fat,0.103561308,Baking Goods,144.147,OUT017,2007,Tier 2,Supermarket Type1
3606,Low Fat,0.008561176,Health and Hygiene,115.8492,OUT046,1997,Tier 1,Supermarket Type1
3607,Low Fat,0.168452861,Frozen Foods,46.606,OUT046,1997,Tier 1,Supermarket Type1
3608,Low Fat,0.0,Baking Goods,160.4604,OUT019,1985,Tier 1,Grocery Store
3609,Low Fat,0.016110716,Household,193.1478,OUT046,1997,Tier 1,Supermarket Type1
3610,Regular,0.160371305,Fruits and Vegetables,147.2102,OUT018,2009,Tier 3,Supermarket Type2
3611,Regular,0.077328827,Soft Drinks,233.5958,OUT045,2002,Tier 2,Supermarket Type1
3612,Regular,0.083513874,Canned,198.9426,OUT046,1997,Tier 1,Supermarket Type1
3613,Regular,0.104205322,Frozen Foods,147.0418,OUT010,1998,Tier 3,Grocery Store
3614,Low Fat,0.009596051,Snack Foods,62.451,OUT049,1999,Tier 1,Supermarket Type1
3615,Low Fat,0.052157514,Household,141.947,OUT018,2009,Tier 3,Supermarket Type2
3616,Low Fat,0.073942531,Canned,205.8638,OUT049,1999,Tier 1,Supermarket Type1
3617,Low Fat,0.01620764,Health and Hygiene,107.7596,OUT035,2004,Tier 2,Supermarket Type1
3618,Low Fat,0.162306339,Health and Hygiene,45.6086,OUT027,1985,Tier 3,Supermarket Type3
3619,Regular,0.073790004,Snack Foods,265.0568,OUT027,1985,Tier 3,Supermarket Type3
3620,Low Fat,0.128707428,Household,187.9872,OUT027,1985,Tier 3,Supermarket Type3
3621,Low Fat,0.015833933,Snack Foods,150.6366,OUT018,2009,Tier 3,Supermarket Type2
3622,Regular,0.119153896,Dairy,231.23,OUT035,2004,Tier 2,Supermarket Type1
3623,Low Fat,0.034306863,Health and Hygiene,96.0726,OUT027,1985,Tier 3,Supermarket Type3
3624,Regular,0.152436318,Fruits and Vegetables,253.9382,OUT045,2002,Tier 2,Supermarket Type1
3625,Regular,0.080038295,Fruits and Vegetables,103.0332,OUT018,2009,Tier 3,Supermarket Type2
3626,Regular,0.073377993,Canned,89.2198,OUT027,1985,Tier 3,Supermarket Type3
3627,Regular,0.049828008,Canned,79.996,OUT027,1985,Tier 3,Supermarket Type3
3628,Regular,0.019036024,Frozen Foods,88.9488,OUT010,1998,Tier 3,Grocery Store
3629,Low Fat,0.071976647,Hard Drinks,253.004,OUT046,1997,Tier 1,Supermarket Type1
3630,Low Fat,0.148072602,Health and Hygiene,106.8938,OUT046,1997,Tier 1,Supermarket Type1
3631,Low Fat,0.082556008,Baking Goods,146.7076,OUT049,1999,Tier 1,Supermarket Type1
3632,Regular,0.08315126,Dairy,212.7876,OUT019,1985,Tier 1,Grocery Store
3633,Regular,0.015151435,Meat,249.4408,OUT018,2009,Tier 3,Supermarket Type2
3634,Low Fat,0.061196379,Soft Drinks,150.5024,OUT049,1999,Tier 1,Supermarket Type1
3635,Regular,0.122415631,Baking Goods,188.7214,OUT019,1985,Tier 1,Grocery Store
3636,Low Fat,0.03401083,Frozen Foods,221.8456,OUT045,2002,Tier 2,Supermarket Type1
3637,Low Fat,0.077945963,Household,196.611,OUT017,2007,Tier 2,Supermarket Type1
3638,Low Fat,0.251114535,Health and Hygiene,97.241,OUT019,1985,Tier 1,Grocery Store
3639,Regular,0.173469718,Meat,149.3708,OUT046,1997,Tier 1,Supermarket Type1
3640,Regular,0.023578675,Meat,225.2404,OUT045,2002,Tier 2,Supermarket Type1
3641,Low Fat,0.079365542,Health and Hygiene,38.8506,OUT013,1987,Tier 3,Supermarket Type1
3642,Low Fat,0.026659058,Canned,59.5246,OUT013,1987,Tier 3,Supermarket Type1
3643,Low Fat,0.023024502,Household,104.0332,OUT045,2002,Tier 2,Supermarket Type1
3644,Low Fat,0.066443294,Hard Drinks,259.5278,OUT017,2007,Tier 2,Supermarket Type1
3645,Low Fat,0.052545408,Frozen Foods,91.683,OUT035,2004,Tier 2,Supermarket Type1
3646,Low Fat,0.038109707,Frozen Foods,61.651,OUT018,2009,Tier 3,Supermarket Type2
3647,Low Fat,0.0,Health and Hygiene,142.3154,OUT035,2004,Tier 2,Supermarket Type1
3648,Regular,0.0,Dairy,48.3376,OUT027,1985,Tier 3,Supermarket Type3
3649,Low Fat,0.06524927,Snack Foods,177.037,OUT046,1997,Tier 1,Supermarket Type1
3650,Low Fat,0.148675787,Health and Hygiene,107.8938,OUT018,2009,Tier 3,Supermarket Type2
3651,Low Fat,0.053746315,Health and Hygiene,184.6608,OUT017,2007,Tier 2,Supermarket Type1
3652,Low Fat,0.034886739,Canned,177.7344,OUT046,1997,Tier 1,Supermarket Type1
3653,Low Fat,0.064109274,Health and Hygiene,125.9704,OUT027,1985,Tier 3,Supermarket Type3
3654,Low Fat,0.008646528,Household,122.6756,OUT046,1997,Tier 1,Supermarket Type1
3655,Low Fat,0.029547979,Baking Goods,96.5436,OUT027,1985,Tier 3,Supermarket Type3
3656,Low Fat,0.028548583,Household,157.5604,OUT046,1997,Tier 1,Supermarket Type1
3657,Low Fat,0.024008733,Fruits and Vegetables,54.0272,OUT049,1999,Tier 1,Supermarket Type1
3658,Low Fat,0.065703142,Soft Drinks,143.8128,OUT018,2009,Tier 3,Supermarket Type2
3659,Low Fat,0.024144227,Canned,117.015,OUT013,1987,Tier 3,Supermarket Type1
3660,Regular,0.103659792,Fruits and Vegetables,226.372,OUT045,2002,Tier 2,Supermarket Type1
3661,Low Fat,0.069211765,Canned,258.8278,OUT017,2007,Tier 2,Supermarket Type1
3662,Regular,0.040440709,Snack Foods,179.166,OUT045,2002,Tier 2,Supermarket Type1
3663,Low Fat,0.024800623,Soft Drinks,153.0998,OUT013,1987,Tier 3,Supermarket Type1
3664,Regular,0.072616027,Frozen Foods,92.5804,OUT019,1985,Tier 1,Grocery Store
3665,Low Fat,0.074710165,Household,229.101,OUT018,2009,Tier 3,Supermarket Type2
3666,Regular,0.128187372,Soft Drinks,184.3924,OUT045,2002,Tier 2,Supermarket Type1
3667,Regular,0.110045184,Baking Goods,90.583,OUT019,1985,Tier 1,Grocery Store
3668,Low Fat,0.0,Hard Drinks,43.277,OUT018,2009,Tier 3,Supermarket Type2
3669,Low Fat,0.064867738,Canned,86.6198,OUT013,1987,Tier 3,Supermarket Type1
3670,Low Fat,0.063763137,Household,36.5848,OUT046,1997,Tier 1,Supermarket Type1
3671,Low Fat,0.053918218,Soft Drinks,143.3154,OUT019,1985,Tier 1,Grocery Store
3672,Low Fat,0.130130499,Household,176.737,OUT049,1999,Tier 1,Supermarket Type1
3673,Regular,0.0,Snack Foods,168.6158,OUT045,2002,Tier 2,Supermarket Type1
3674,Low Fat,0.048076217,Health and Hygiene,164.1526,OUT013,1987,Tier 3,Supermarket Type1
3675,Low Fat,0.08946922,Dairy,260.1594,OUT046,1997,Tier 1,Supermarket Type1
3676,Low Fat,0.036538413,Snack Foods,91.4488,OUT018,2009,Tier 3,Supermarket Type2
3677,Regular,0.080164468,Fruits and Vegetables,104.5332,OUT017,2007,Tier 2,Supermarket Type1
3678,Regular,0.008313629,Dairy,149.5708,OUT018,2009,Tier 3,Supermarket Type2
3679,Regular,0.230389434,Frozen Foods,160.5236,OUT010,1998,Tier 3,Grocery Store
3680,Regular,0.0675028,Baking Goods,187.124,OUT046,1997,Tier 1,Supermarket Type1
3681,Low Fat,0.059355717,Household,182.6976,OUT013,1987,Tier 3,Supermarket Type1
3682,Regular,0.028720832,Canned,116.7492,OUT046,1997,Tier 1,Supermarket Type1
3683,Low Fat,0.096069291,Fruits and Vegetables,125.0046,OUT010,1998,Tier 3,Grocery Store
3684,Low Fat,0.119262481,Baking Goods,108.8596,OUT013,1987,Tier 3,Supermarket Type1
3685,Low Fat,0.06084803,Starchy Foods,225.7404,OUT046,1997,Tier 1,Supermarket Type1
3686,Regular,0.073174546,Snack Foods,119.8098,OUT018,2009,Tier 3,Supermarket Type2
3687,Low Fat,0.070886876,Fruits and Vegetables,193.9162,OUT035,2004,Tier 2,Supermarket Type1
3688,Low Fat,0.0,Canned,83.8934,OUT027,1985,Tier 3,Supermarket Type3
3689,Low Fat,0.132028116,Dairy,96.0726,OUT027,1985,Tier 3,Supermarket Type3
3690,Low Fat,0.025624044,Dairy,240.7538,OUT017,2007,Tier 2,Supermarket Type1
3691,Regular,0.029431935,Breads,188.7556,OUT045,2002,Tier 2,Supermarket Type1
3692,Low Fat,0.083926694,Meat,257.133,OUT035,2004,Tier 2,Supermarket Type1
3693,Regular,0.039982468,Meat,87.6514,OUT035,2004,Tier 2,Supermarket Type1
3694,Regular,0.046660286,Baking Goods,108.957,OUT027,1985,Tier 3,Supermarket Type3
3695,Regular,0.085419332,Frozen Foods,48.0692,OUT027,1985,Tier 3,Supermarket Type3
3696,Low Fat,0.035163317,Household,50.2034,OUT049,1999,Tier 1,Supermarket Type1
3697,Regular,0.083776121,Frozen Foods,182.2318,OUT045,2002,Tier 2,Supermarket Type1
3698,Low Fat,0.04972193,Dairy,156.5288,OUT027,1985,Tier 3,Supermarket Type3
3699,Regular,0.159195426,Fruits and Vegetables,63.8194,OUT046,1997,Tier 1,Supermarket Type1
3700,Low Fat,0.093437228,Fruits and Vegetables,177.7712,OUT035,2004,Tier 2,Supermarket Type1
3701,Low Fat,0.069066197,Snack Foods,112.1228,OUT013,1987,Tier 3,Supermarket Type1
3702,Regular,0.105018002,Frozen Foods,212.8218,OUT046,1997,Tier 1,Supermarket Type1
3703,Low Fat,0.056521229,Frozen Foods,42.1454,OUT018,2009,Tier 3,Supermarket Type2
3704,Low Fat,0.09969679,Household,214.3902,OUT017,2007,Tier 2,Supermarket Type1
3705,Low Fat,0.040182749,Frozen Foods,52.9298,OUT046,1997,Tier 1,Supermarket Type1
3706,Regular,0.087134714,Snack Foods,155.4972,OUT018,2009,Tier 3,Supermarket Type2
3707,Low Fat,0.035035139,Dairy,94.912,OUT013,1987,Tier 3,Supermarket Type1
3708,Regular,0.079457285,Baking Goods,99.3042,OUT045,2002,Tier 2,Supermarket Type1
3709,Regular,0.150626333,Frozen Foods,157.6288,OUT018,2009,Tier 3,Supermarket Type2
3710,Low Fat,0.044644617,Snack Foods,126.202,OUT018,2009,Tier 3,Supermarket Type2
3711,Regular,0.033095808,Snack Foods,113.2518,OUT017,2007,Tier 2,Supermarket Type1
3712,Low Fat,0.032087477,Household,99.4016,OUT045,2002,Tier 2,Supermarket Type1
3713,Regular,0.024399944,Fruits and Vegetables,194.711,OUT035,2004,Tier 2,Supermarket Type1
3714,Low Fat,0.148397009,Fruits and Vegetables,242.4854,OUT013,1987,Tier 3,Supermarket Type1
3715,Low Fat,0.053856727,Fruits and Vegetables,182.4292,OUT035,2004,Tier 2,Supermarket Type1
3716,Low Fat,0.07946888,Canned,79.6644,OUT049,1999,Tier 1,Supermarket Type1
3717,Low Fat,0.054938563,Fruits and Vegetables,219.5166,OUT027,1985,Tier 3,Supermarket Type3
3718,Low Fat,0.007486838,Household,186.7556,OUT018,2009,Tier 3,Supermarket Type2
3719,Regular,0.139405824,Canned,264.6884,OUT013,1987,Tier 3,Supermarket Type1
3720,Low Fat,0.042266539,Dairy,53.9982,OUT045,2002,Tier 2,Supermarket Type1
3721,Regular,0.093763866,Snack Foods,213.3244,OUT046,1997,Tier 1,Supermarket Type1
3722,Low Fat,0.027691544,Household,179.2344,OUT018,2009,Tier 3,Supermarket Type2
3723,Low Fat,0.052058877,Snack Foods,119.7124,OUT035,2004,Tier 2,Supermarket Type1
3724,Regular,0.172959058,Frozen Foods,198.6768,OUT019,1985,Tier 1,Grocery Store
3725,Regular,0.170828047,Dairy,157.163,OUT046,1997,Tier 1,Supermarket Type1
3726,Regular,0.050500713,Canned,149.8024,OUT046,1997,Tier 1,Supermarket Type1
3727,Low Fat,0.0,Fruits and Vegetables,243.4144,OUT049,1999,Tier 1,Supermarket Type1
3728,Regular,0.168046416,Breads,33.8874,OUT013,1987,Tier 3,Supermarket Type1
3729,Low Fat,0.081088593,Baking Goods,110.0544,OUT035,2004,Tier 2,Supermarket Type1
3730,Low Fat,0.070617466,Snack Foods,178.237,OUT013,1987,Tier 3,Supermarket Type1
3731,Low Fat,0.050281492,Canned,117.7124,OUT035,2004,Tier 2,Supermarket Type1
3732,Regular,0.133753866,Breads,229.4036,OUT010,1998,Tier 3,Grocery Store
3733,Regular,0.081455379,Breads,169.5816,OUT046,1997,Tier 1,Supermarket Type1
3734,Low Fat,0.029461464,Hard Drinks,181.166,OUT019,1985,Tier 1,Grocery Store
3735,Low Fat,0.101847127,Starchy Foods,225.7404,OUT010,1998,Tier 3,Grocery Store
3736,Low Fat,0.026234991,Fruits and Vegetables,168.4474,OUT045,2002,Tier 2,Supermarket Type1
3737,Low Fat,0.01527601,Snack Foods,199.4084,OUT035,2004,Tier 2,Supermarket Type1
3738,Regular,0.105509616,Snack Foods,172.8764,OUT045,2002,Tier 2,Supermarket Type1
3739,Regular,0.059901045,Baking Goods,168.8132,OUT046,1997,Tier 1,Supermarket Type1
3740,Low Fat,0.079752411,Meat,66.2826,OUT049,1999,Tier 1,Supermarket Type1
3741,Low Fat,0.065489529,Frozen Foods,193.3478,OUT019,1985,Tier 1,Grocery Store
3742,Low Fat,0.110082155,Dairy,45.7428,OUT049,1999,Tier 1,Supermarket Type1
3743,Low Fat,0.089535602,Dairy,143.8154,OUT027,1985,Tier 3,Supermarket Type3
3744,Regular,0.160701642,Canned,253.5014,OUT046,1997,Tier 1,Supermarket Type1
3745,Regular,0.037857561,Frozen Foods,124.8046,OUT035,2004,Tier 2,Supermarket Type1
3746,Low Fat,0.166793159,Snack Foods,112.6544,OUT010,1998,Tier 3,Grocery Store
3747,Low Fat,0.041364935,Fruits and Vegetables,117.7466,OUT046,1997,Tier 1,Supermarket Type1
3748,Regular,0.123092484,Snack Foods,92.9436,OUT035,2004,Tier 2,Supermarket Type1
3749,Low Fat,0.026297031,Baking Goods,126.202,OUT035,2004,Tier 2,Supermarket Type1
3750,Low Fat,0.107224173,Canned,152.4682,OUT010,1998,Tier 3,Grocery Store
3751,Low Fat,0.021894973,Frozen Foods,192.4162,OUT049,1999,Tier 1,Supermarket Type1
3752,Low Fat,0.036665173,Frozen Foods,179.1976,OUT035,2004,Tier 2,Supermarket Type1
3753,Low Fat,0.160185608,Frozen Foods,140.8154,OUT049,1999,Tier 1,Supermarket Type1
3754,Low Fat,0.0,Snack Foods,139.918,OUT045,2002,Tier 2,Supermarket Type1
3755,Low Fat,0.036196486,Fruits and Vegetables,119.5756,OUT049,1999,Tier 1,Supermarket Type1
3756,Low Fat,0.012637846,Health and Hygiene,37.2506,OUT046,1997,Tier 1,Supermarket Type1
3757,Low Fat,0.041616357,Soft Drinks,163.8526,OUT046,1997,Tier 1,Supermarket Type1
3758,Low Fat,0.010080792,Snack Foods,163.5552,OUT018,2009,Tier 3,Supermarket Type2
3759,Low Fat,0.098844291,Household,46.306,OUT027,1985,Tier 3,Supermarket Type3
3760,Regular,0.137644954,Frozen Foods,161.2236,OUT046,1997,Tier 1,Supermarket Type1
3761,Low Fat,0.089799825,Frozen Foods,216.4192,OUT035,2004,Tier 2,Supermarket Type1
3762,Low Fat,0.069459722,Soft Drinks,107.1938,OUT046,1997,Tier 1,Supermarket Type1
3763,Low Fat,0.025200149,Snack Foods,175.2054,OUT046,1997,Tier 1,Supermarket Type1
3764,Regular,0.037964731,Baking Goods,153.0656,OUT045,2002,Tier 2,Supermarket Type1
